PAY,CNT,PAY_DATE
"24673,84655",20125,04.04.2014
"21041,78565",17187,05.04.2014
"3610,605558",3027,06.04.2014
"25939,52792",21150,07.04.2014
"23905,20341",18866,08.04.2014
"22525,5811",18677,09.04.2014
"24169,89033",20379,10.04.2014
"25404,63494",23006,11.04.2014
"19746,0681",19526,12.04.2014
"3883,470857",3742,13.04.2014
"31824,89419",33218,14.04.2014
"38596,60005",44822,15.04.2014
"52312,32987",63702,16.04.2014
"57767,28266",74011,17.04.2014
"67322,66787",90459,18.04.2014
"54946,80168",72256,19.04.2014
"8995,805076",11533,20.04.2014
"77157,16189",104690,21.04.2014
"79248,15895",104549,22.04.2014
"75071,76875",96818,23.04.2014
"76918,52164",97523,24.04.2014
"71197,28838",90454,25.04.2014
"51552,49954",63704,26.04.2014
"8826,81308",10700,27.04.2014
"73614,24476",90390,28.04.2014
"74341,75323",86955,29.04.2014
"74166,80554",81189,30.04.2014
"4283,285706",3776,01.05.2014
"2944,322866",2704,02.05.2014
"3111,584386",2843,03.05.2014
"2878,404594",2668,04.05.2014
"43852,07305",40061,05.05.2014
"35403,54767",30547,06.05.2014
"30104,57172",25942,07.05.2014
"26332,09105",22903,08.05.2014
"1986,578676",1623,09.05.2014
"6556,933587",6089,10.05.2014
"3226,059393",2948,11.05.2014
"28876,14891",25171,12.05.2014
"28848,00271",26375,13.05.2014
"28644,96638",28235,14.05.2014
"32659,78777",33554,15.05.2014
"36062,98776",39802,16.05.2014
"32742,03565",39937,17.05.2014
"6694,761672",8869,18.05.2014
"64483,01215",90438,19.05.2014
"71097,06725",97405,20.05.2014
"70344,47135",95642,21.05.2014
"73170,33673",100573,22.05.2014
"70135,34387",97154,23.05.2014
"49804,73136",69882,24.05.2014
"9133,608626",12545,25.05.2014
"73686,82893",100895,26.05.2014
"65663,96463",86832,27.05.2014
"54647,85438",68916,28.05.2014
"64078,46905",82334,29.05.2014
"66449,82162",82867,30.05.2014
"44621,0897",54067,31.05.2014
"5224,175268",5122,01.06.2014
"38392,88853",38050,02.06.2014
"31519,12365",30503,03.06.2014
"27350,35483",24604,04.06.2014
"25306,85143",22266,05.06.2014
"23196,93577",20451,06.06.2014
"15261,19488",13984,07.06.2014
"2592,169352",2296,08.06.2014
"24360,04215",22096,09.06.2014
"25337,19933",22360,10.06.2014
"28053,65915",26186,11.06.2014
"2998,052578",2703,12.06.2014
"12528,61759",16064,13.06.2014
"15988,41288",21928,14.06.2014
"7078,001967",9761,15.06.2014
"61356,50112",87282,16.06.2014
"70235,62508",98710,17.06.2014
"70267,04161",99478,18.06.2014
"67195,75253",94538,19.06.2014
"68764,48934",95494,20.06.2014
"53381,45815",73676,21.06.2014
"6081,134775",8133,22.06.2014
"64886,29964",91910,23.06.2014
"62298,68194",86057,24.06.2014
"62419,64464",82918,25.06.2014
"61232,4426",78324,26.06.2014
"58242,63021",75750,27.06.2014
"45779,26003",58795,28.06.2014
"6812,566673",8354,29.06.2014
"72775,63442",88175,30.06.2014
"46183,23991",46009,01.07.2014
"34668,45993",32853,02.07.2014
"28475,9734",26371,03.07.2014
"23522,35216",21284,04.07.2014
"18553,06124",16868,05.07.2014
"2667,86555",2527,06.07.2014
"23568,85421",21424,07.07.2014
"22958,47869",20025,08.07.2014
"20142,86819",18846,09.07.2014
"23516,79469",21934,10.07.2014
"23488,74347",23029,11.07.2014
"16649,1294",17416,12.07.2014
"2688,375201",2789,13.07.2014
"32427,22957",38987,14.07.2014
"39788,61816",52366,15.07.2014
"49267,68798",64525,16.07.2014
"57892,2165",82669,17.07.2014
"59857,97542",86981,18.07.2014
"45308,26061",66820,19.07.2014
"7971,21311",11108,20.07.2014
"67944,24798",99880,21.07.2014
"64628,37542",91895,22.07.2014
"59118,03708",81979,23.07.2014
"55003,83496",76016,24.07.2014
"50765,67788",69466,25.07.2014
"30092,7598",41954,26.07.2014
"4215,478972",5660,27.07.2014
"53442,38502",72365,28.07.2014
"50624,85152",67825,29.07.2014
"49552,95493",65387,30.07.2014
"45845,37657",56791,31.07.2014
"29718,7926",31052,01.08.2014
"17243,82969",17515,02.08.2014
"3555,778413",3564,03.08.2014
"27523,57368",27130,04.08.2014
"26135,56892",24524,05.08.2014
"23781,54426",21495,06.08.2014
"20675,68532",18175,07.08.2014
"19275,95389",17462,08.08.2014
"14346,54125",13967,09.08.2014
"2697,256533",2803,10.08.2014
"23563,73052",21987,11.08.2014
"23946,50848",22581,12.08.2014
"23553,12716",25729,13.08.2014
"28804,158",35215,14.08.2014
"37085,34203",49847,15.08.2014
"32580,60653",46588,16.08.2014
"5917,833089",7789,17.08.2014
"61974,66374",96966,18.08.2014
"64078,57489",97395,19.08.2014
"67552,50312",102252,20.08.2014
"61708,42685",90634,21.08.2014
"54026,05607",80654,22.08.2014
"42623,45218",63698,23.08.2014
"6404,396429",9113,24.08.2014
"60751,17004",91474,25.08.2014
"54422,57584",78042,26.08.2014
"50762,01998",70189,27.08.2014
"49665,13892",68638,28.08.2014
"48198,1187",66642,29.08.2014
"38481,82839",52703,30.08.2014
"5209,887934",7135,31.08.2014
"39157,01779",43835,01.09.2014
"31265,99625",32130,02.09.2014
"26633,7036",25958,03.09.2014
"22943,80941",21982,04.09.2014
"22151,97488",20602,05.09.2014
"15544,34212",15163,06.09.2014
"2235,448541",2147,07.09.2014
"23063,36849",21140,08.09.2014
"21798,18593",20460,09.09.2014
"22078,90817",20528,10.09.2014
"22065,84415",20447,11.09.2014
"21119,43873",20674,12.09.2014
"16601,68386",17655,13.09.2014
"2150,317417",2336,14.09.2014
"36173,98325",46536,15.09.2014
"44805,61973",60496,16.09.2014
"48778,0136",70032,17.09.2014
"53586,98601",79629,18.09.2014
"56062,68957",86296,19.09.2014
"46170,70822",69836,20.09.2014
"7294,998954",10591,21.09.2014
"62730,73876",97863,22.09.2014
"55179,35431",83558,23.09.2014
"61787,85155",95418,24.09.2014
"59141,38696",88622,25.09.2014
"53309,43586",78005,26.09.2014
"40840,52086",59028,27.09.2014
"8414,600658",11135,28.09.2014
"66745,92641",97045,29.09.2014
"64513,43061",87495,30.09.2014
"41644,07268",45555,01.10.2014
"31842,52991",32291,02.10.2014
"26381,71304",26592,03.10.2014
"20549,33638",19982,04.10.2014
"4104,935913",4038,05.10.2014
"27828,53971",26582,06.10.2014
"25842,07624",23526,07.10.2014
"22603,95577",20202,08.10.2014
"22590,56759",20427,09.10.2014
"20531,24856",19162,10.10.2014
"18953,43849",17790,11.10.2014
"6439,735632",6171,12.10.2014
"25519,3108",24303,13.10.2014
"26388,38713",27689,14.10.2014
"36300,48083",41503,15.10.2014
"43441,63365",53807,16.10.2014
"51731,1751",69276,17.10.2014
"50484,31111",67365,18.10.2014
"10954,06345",14133,19.10.2014
"74772,12148",105803,20.10.2014
"77013,42033",106912,21.10.2014
"76536,21845",104083,22.10.2014
"70754,35986",94735,23.10.2014
"63430,79268",85221,24.10.2014
"60486,50724",79561,25.10.2014
"11053,8164",13532,26.10.2014
"67155,33529",85855,27.10.2014
"60031,94111",73952,28.10.2014
"56505,45512",70057,29.10.2014
"53997,6437",65086,30.10.2014
"56159,57929",62902,31.10.2014
"28698,49327",27506,01.11.2014
"5396,230196",5145,02.11.2014
"9686,103289",9456,03.11.2014
"2523,734761",2228,04.11.2014
"38336,117",34083,05.11.2014
"29435,18714",25102,06.11.2014
"27063,70519",23071,07.11.2014
"21589,32921",19190,08.11.2014
"4981,13569",4422,09.11.2014
"29836,04112",25767,10.11.2014
"25384,37849",20916,11.11.2014
"26863,03394",23392,12.11.2014
"28389,74349",27966,13.11.2014
"35863,25377",39233,14.11.2014
"38943,21488",45516,15.11.2014
"10892,68451",12596,16.11.2014
"66525,54733",87039,17.11.2014
"69351,28914",91024,18.11.2014
"75479,82867",96327,19.11.2014
"77403,5421",99482,20.11.2014
"69176,69648",90011,21.11.2014
"67155,55651",85079,22.11.2014
"14165,79301",17117,23.11.2014
"79739,02116",103019,24.11.2014
"75059,85857",92585,25.11.2014
"75948,66288",89860,26.11.2014
"62692,71867",73668,27.11.2014
"65311,52881",75163,28.11.2014
"67512,83917",76031,29.11.2014
"14392,62144",16068,30.11.2014
"48973,78626",45981,01.12.2014
"36284,49103",32448,02.12.2014
"31719,94566",26193,03.12.2014
"26454,6369",21707,04.12.2014
"25637,83734",21093,05.12.2014
"21893,09668",18469,06.12.2014
"4668,224397",4032,07.12.2014
"28396,73865",22050,08.12.2014
"25405,82353",20406,09.12.2014
"26530,11971",21313,10.12.2014
"25562,96752",20626,11.12.2014
"27411,27517",24401,12.12.2014
"26117,06115",25240,13.12.2014
"9444,92706",9870,14.12.2014
"55339,51599",66406,15.12.2014
"65829,31293",80870,16.12.2014
"70266,91681",87401,17.12.2014
"74902,91342",92617,18.12.2014
"80559,8105",101550,19.12.2014
"75099,80821",92297,20.12.2014
"17420,5793",20985,21.12.2014
"93084,38329",114717,22.12.2014
"86842,40344",105878,23.12.2014
"83224,18124",98107,24.12.2014
"74460,64768",84933,25.12.2014
"71504,36128",77852,26.12.2014
"65419,85655",69504,27.12.2014
"21692,19818",20972,28.12.2014
"83255,71454",82569,29.12.2014
"83259,55216",75675,30.12.2014
"12922,05699",12191,31.12.2014
"1182,886782",908,01.01.2015
"1309,920685",1019,02.01.2015
"1411,878136",1108,03.01.2015
"1125,854345",862,04.01.2015
"10867,53856",10584,05.01.2015
"3429,679817",3161,06.01.2015
"1516,00762",1418,07.01.2015
"2657,676243",2588,08.01.2015
"25474,37264",21946,09.01.2015
"14947,12992",13210,10.01.2015
"5156,003425",4432,11.01.2015
"36535,48084",29934,12.01.2015
"29594,16561",23849,13.01.2015
"30337,12031",27575,14.01.2015
"42142,73594",43858,15.01.2015
"51992,27378",61389,16.01.2015
"52007,73001",63331,17.01.2015
"11497,74594",13451,18.01.2015
"88140,22222",110509,19.01.2015
"94011,48738",117446,20.01.2015
"87817,11972",107103,21.01.2015
"81761,56197",98447,22.01.2015
"85067,67532",104039,23.01.2015
"75099,00171",91703,24.01.2015
"16565,13436",19793,25.01.2015
"79796,10538",94258,26.01.2015
"77051,41546",87856,27.01.2015
"65787,58384",72945,28.01.2015
"60181,35786",64919,29.01.2015
"60172,20734",63080,30.01.2015
"50158,56505",51291,31.01.2015
"8806,653007",7620,01.02.2015
"42873,67008",36744,02.02.2015
"33198,70156",26224,03.02.2015
"26215,20063",20647,04.02.2015
"28229,13262",21711,05.02.2015
"23474,16244",18189,06.02.2015
"20162,35445",16438,07.02.2015
"4932,031081",4218,08.02.2015
"25585,132",21076,09.02.2015
"25719,64754",20805,10.02.2015
"26484,62245",20964,11.02.2015
"23905,67965",20612,12.02.2015
"26548,09915",24663,13.02.2015
"25932,33116",25250,14.02.2015
"7448,096527",7427,15.02.2015
"49713,78297",55138,16.02.2015
"63986,78831",74662,17.02.2015
"69617,71884",82730,18.02.2015
"84365,89601",100609,19.02.2015
"79574,41533",96289,20.02.2015
"70585,63501",83926,21.02.2015
"12063,01772",14365,22.02.2015
"17337,86845",20317,23.02.2015
"99553,78099",121938,24.02.2015
"97744,73574",114532,25.02.2015
"107126,4901",121051,26.02.2015
"104146,955",115441,27.02.2015
"85779,62015",92324,28.02.2015
"19116,82221",19012,01.03.2015
"62015,73642",58328,02.03.2015
"45008,41619",40347,03.03.2015
"37856,6058",31961,04.03.2015
"31574,12734",27644,05.03.2015
"26936,1725",23344,06.03.2015
"19536,99808",16993,07.03.2015
"3799,208267",3354,08.03.2015
"8115,571297",6975,09.03.2015
"32405,92093",27989,10.03.2015
"27965,05743",23901,11.03.2015
"32902,1175",31354,12.03.2015
"36077,38216",38389,13.03.2015
"34960,78899",39552,14.03.2015
"13654,68745",15185,15.03.2015
"68044,03886",84945,16.03.2015
"73978,92262",92668,17.03.2015
"77037,50068",97061,18.03.2015
"76827,2966",96814,19.03.2015
"83272,23004",105607,20.03.2015
"66135,32353",82856,21.03.2015
"15056,96821",18519,22.03.2015
"77918,59731",98175,23.03.2015
"77724,43311",96549,24.03.2015
"75244,60556",90682,25.03.2015
"59412,56814",70025,26.03.2015
"53395,5421",62365,27.03.2015
"43260,07314",50599,28.03.2015
"12146,07601",14106,29.03.2015
"64772,07745",74041,30.03.2015
"57977,58924",61726,31.03.2015
"40151,16015",35775,01.04.2015
"30463,93245",25816,02.04.2015
"28059,48755",23403,03.04.2015
"21672,42585",18715,04.04.2015
"5714,227124",5327,05.04.2015
"28525,5764",22762,06.04.2015
"24286,66342",19454,07.04.2015
"23125,78605",18688,08.04.2015
"20956,08733",17637,09.04.2015
"27838,32635",26436,10.04.2015
"22347,24452",22265,11.04.2015
"4757,436867",4718,12.04.2015
"36287,14901",41016,13.04.2015
"42244,70012",51633,14.04.2015
"57145,41125",72733,15.04.2015
"63574,12594",83326,16.04.2015
"71108,94388",97586,17.04.2015
"61277,73596",83377,18.04.2015
"13593,26728",17401,19.04.2015
"81962,68015",111423,20.04.2015
"76281,13433",99985,21.04.2015
"67921,70545",88127,22.04.2015
"60568,7901",77397,23.04.2015
"67815,61456",87571,24.04.2015
"50563,5213",64821,25.04.2015
"10494,74469",12943,26.04.2015
"64722,42517",80288,27.04.2015
"57723,25473",69124,28.04.2015
"59857,72504",69582,29.04.2015
"69738,19982",74835,30.04.2015
"5401,600796",4637,01.05.2015
"3834,142013",3458,02.05.2015
"4125,073299",3834,03.05.2015
"12755,90138",11803,04.05.2015
"36104,24695",32569,05.05.2015
"29927,32864",26245,06.05.2015
"27042,9997",23368,07.05.2015
"25065,29847",21678,08.05.2015
"1418,154991",1309,09.05.2015
"3138,377458",2872,10.05.2015
"9422,20807",8338,11.05.2015
"29571,89972",25591,12.05.2015
"29928,98486",28883,13.05.2015
"37456,43068",41353,14.05.2015
"51391,7509",65695,15.05.2015
"45240,7374",61416,16.05.2015
"12303,3474",15923,17.05.2015
"77685,60555",110475,18.05.2015
"80808,65452",113853,19.05.2015
"83697,68242",114713,20.05.2015
"76516,22063",101857,21.05.2015
"72780,58973",97295,22.05.2015
"51780,79578",69226,23.05.2015
"11976,15546",15821,24.05.2015
"74829,18087",99240,25.05.2015
"64036,47278",80434,26.05.2015
"58276,86035",71314,27.05.2015
"56339,96027",67056,28.05.2015
"59176,02738",68702,29.05.2015
"41093,54787",49185,30.05.2015
"12462,67413",14200,31.05.2015
"39168,14629",37843,01.06.2015
"31172,31175",28430,02.06.2015
"26869,65892",23341,03.06.2015
"24529,42714",21631,04.06.2015
"24666,2529",21297,05.06.2015
"15669,14378",13997,06.06.2015
"3595,813888",3357,07.06.2015
"22869,93702",20357,08.06.2015
"23931,6835",20370,09.06.2015
"24230,72242",21742,10.06.2015
"27407,30602",25770,11.06.2015
"4758,380173",4720,12.06.2015
"13643,1158",17026,13.06.2015
"5620,099186",6587,14.06.2015
"52586,98188",67439,15.06.2015
"63749,01848",88204,16.06.2015
"71307,27161",100255,17.06.2015
"71892,29408",102445,18.06.2015
"70334,48603",101057,19.06.2015
"52874,01353",74471,20.06.2015
"11224,28977",15319,21.06.2015
"72879,70011",102031,22.06.2015
"69221,86483",94179,23.06.2015
"64720,11406",87917,24.06.2015
"63039,8991",81478,25.06.2015
"53057,90017",66826,26.06.2015
"37874,77891",49011,27.06.2015
"8041,961224",10053,28.06.2015
"66663,45795",82977,29.06.2015
"72061,96787",79289,30.06.2015
"44331,37551",39943,01.07.2015
"34332,92426",29946,02.07.2015
"27167,02534",24196,03.07.2015
"16748,71711",15658,04.07.2015
"4708,773279",4620,05.07.2015
"27604,78934",24026,06.07.2015
"21665,42457",18406,07.07.2015
"25004,11368",20632,08.07.2015
"23035,33543",19846,09.07.2015
"22230,60882",19884,10.07.2015
"16595,0792",15930,11.07.2015
"4346,367841",4271,12.07.2015
"26895,1527",28316,13.07.2015
"36163,00765",42735,14.07.2015
"46401,0035",62573,15.07.2015
"54452,58154",77887,16.07.2015
"52769,37372",78124,17.07.2015
"47065,16204",71459,18.07.2015
"10149,02923",13923,19.07.2015
"72044,97228",111625,20.07.2015
"71185,2903",105875,21.07.2015
"60953,67733",89446,22.07.2015
"59042,48306",84905,23.07.2015
"55721,74161",79857,24.07.2015
"37697,67353",54984,25.07.2015
"7196,262809",9788,26.07.2015
"54462,33959",75625,27.07.2015
"50050,21384",66785,28.07.2015
"43649,34665",57321,29.07.2015
"42135,74947",54866,30.07.2015
"43215,04878",52714,31.07.2015
"22747,10233",23591,01.08.2015
"5484,256284",5838,02.08.2015
"30581,08974",29656,03.08.2015
"25320,76679",24327,04.08.2015
"23336,30893",21118,05.08.2015
"21627,69397",19482,06.08.2015
"20312,20898",18550,07.08.2015
"13403,26602",12989,08.08.2015
"3689,347563",3808,09.08.2015
"25299,75591",25489,10.08.2015
"26818,83472",26705,11.08.2015
"28543,93389",33548,12.08.2015
"34254,99526",44490,13.08.2015
"41321,27933",57280,14.08.2015
"33354,82814",48155,15.08.2015
"8274,389303",10860,16.08.2015
"64793,5627",97717,17.08.2015
"64132,99243",96481,18.08.2015
"62829,63805",93963,19.08.2015
"63186,28558",93863,20.08.2015
"55953,4141",80833,21.08.2015
"37991,42663",55993,22.08.2015
"8684,854699",11902,23.08.2015
"62203,10094",94283,24.08.2015
"62051,7472",88387,25.08.2015
"50455,22907",68571,26.08.2015
"47423,35816",64064,27.08.2015
"40006,34028",52447,28.08.2015
"37904,38784",51123,29.08.2015
"8812,077676",11306,30.08.2015
"59887,26287",76846,31.08.2015
"34513,25699",34862,01.09.2015
"29273,15345",27784,02.09.2015
"24510,224",22314,03.09.2015
"23193,8595",20455,04.09.2015
"16912,19037",15631,05.09.2015
"4009,537642",3580,06.09.2015
"24126,88824",21591,07.09.2015
"22474,94585",19648,08.09.2015
"23438,61646",20885,09.09.2015
"24258,68812",21924,10.09.2015
"23348,77144",23984,11.09.2015
"18500,29937",20138,12.09.2015
"4755,833597",5356,13.09.2015
"40002,79105",50133,14.09.2015
"48841,01767",66765,15.09.2015
"50284,91797",71383,16.09.2015
"61159,98184",89455,17.09.2015
"62515,81315",92623,18.09.2015
"51889,3982",76215,19.09.2015
"12812,82529",18249,20.09.2015
"67485,05884",102594,21.09.2015
"66788,56722",98537,22.09.2015
"61675,15936",87883,23.09.2015
"58042,58844",82654,24.09.2015
"55338,30988",75547,25.09.2015
"38090,89356",51585,26.09.2015
"8711,603779",11525,27.09.2015
"56956,18062",78431,28.09.2015
"61108,75172",80447,29.09.2015
"61193,02051",74961,30.09.2015
"35222,71378",32834,01.10.2015
"31358,74971",27796,02.10.2015
"21253,98994",19856,03.10.2015
"5563,450833",5182,04.10.2015
"30064,09827",26020,05.10.2015
"26439,02173",23103,06.10.2015
"24075,61448",20649,07.10.2015
"22508,04076",18965,08.10.2015
"23794,89733",20620,09.10.2015
"21949,92025",19970,10.10.2015
"7046,16697",6385,11.10.2015
"27249,51226",24142,12.10.2015
"27305,36239",25571,13.10.2015
"32578,78161",36193,14.10.2015
"44579,92408",55617,15.10.2015
"53102,7521",71693,16.10.2015
"49589,61264",66582,17.10.2015
"13631,19643",17481,18.10.2015
"78665,95483",115137,19.10.2015
"83198,11151",117672,20.10.2015
"77678,28601",106510,21.10.2015
"69045,22978",92661,22.10.2015
"63528,13519",84782,23.10.2015
"59313,92895",78814,24.10.2015
"15758,32854",20503,25.10.2015
"68480,10153",87937,26.10.2015
"58206,72732",73216,27.10.2015
"54726,99515",68591,28.10.2015
"49836,13888",60139,29.10.2015
"54177,05956",63718,30.10.2015
"41284,13216",47406,31.10.2015
"9135,968995",8656,01.11.2015
"35431,86536",32091,02.11.2015
"30943,98406",26664,03.11.2015
"5990,178027",5215,04.11.2015
"30276,07777",25117,05.11.2015
"26481,04836",21841,06.11.2015
"19290,35463",16259,07.11.2015
"5524,022754",4823,08.11.2015
"30221,53224",24994,09.11.2015
"28697,69689",23602,10.11.2015
"29373,17842",23883,11.11.2015
"31955,69732",29982,12.11.2015
"36566,35471",36670,13.11.2015
"30311,44297",29970,14.11.2015
"9996,641347",10351,15.11.2015
"51932,30847",59000,16.11.2015
"60455,63216",72071,17.11.2015
"69921,6003",85137,18.11.2015
"76308,75174",95271,19.11.2015
"81989,77162",103185,20.11.2015
"66846,25589",82818,21.11.2015
"15857,53902",19065,22.11.2015
"90127,81575",113257,23.11.2015
"88629,6789",108592,24.11.2015
"79877,94119",95068,25.11.2015
"67857,7414",78953,26.11.2015
"64450,9798",73632,27.11.2015
"61221,86799",69620,28.11.2015
"16981,68583",18874,29.11.2015
"90780,34349",97308,30.11.2015
"46002,65934",41147,01.12.2015
"38044,32325",31790,02.12.2015
"28919,68013",23335,03.12.2015
"29443,9383",23501,04.12.2015
"24268,12624",19900,05.12.2015
"6926,750793",5553,06.12.2015
"29779,71875",23514,07.12.2015
"27706,37123",21576,08.12.2015
"25909,33805",20412,09.12.2015
"32769,54775",25977,10.12.2015
"37401,27506",32999,11.12.2015
"30805,20766",29440,12.12.2015
"9181,081583",8636,13.12.2015
"53826,38977",54706,14.12.2015
"68060,05214",73385,15.12.2015
"75408,76859",83237,16.12.2015
"82856,09593",92059,17.12.2015
"90441,83242",104134,18.12.2015
"80821,57475",92729,19.12.2015
"31005,54523",35051,20.12.2015
"105060,2045",117017,21.12.2015
"98438,2673",106756,22.12.2015
"90256,05325",97693,23.12.2015
"88698,8403",93007,24.12.2015
"85055,29117",86958,25.12.2015
"68498,0511",67612,26.12.2015
"24317,73301",24597,27.12.2015
"84181,65271",83667,28.12.2015
"79812,12827",74402,29.12.2015
"83214,71189",72507,30.12.2015
"19384,7017",17113,31.12.2015
"2458,486476",2207,01.01.2016
"3618,232128",3169,02.01.2016
"3171,186608",2623,03.01.2016
"5096,71956",4256,04.01.2016
"4922,069709",4591,05.01.2016
"3936,822461",3440,06.01.2016
"3683,598159",3311,07.01.2016
"4211,594312",3662,08.01.2016
"25758,42202",21573,09.01.2016
"7723,984316",6791,10.01.2016
"41626,9064",31589,11.01.2016
"35797,17599",28831,12.01.2016
"41336,36476",37839,13.01.2016
"50003,37849",50437,14.01.2016
"67405,21915",75623,15.01.2016
"64109,08109",74240,16.01.2016
"18424,51865",20676,17.01.2016
"94952,43728",113548,18.01.2016
"94676,77615",113120,19.01.2016
"99911,87254",116911,20.01.2016
"90970,44264",105114,21.01.2016
"82825,93404",95128,22.01.2016
"70566,34792",81241,23.01.2016
"19155,71426",21771,24.01.2016
"89883,8907",100328,25.01.2016
"71805,1071",76348,26.01.2016
"62751,19491",65993,27.01.2016
"59954,50043",62221,28.01.2016
"65731,22929",66842,29.01.2016
"61898,41164",63634,30.01.2016
"17563,20934",17643,31.01.2016
"45669,86618",37073,01.02.2016
"33749,5451",25334,02.02.2016
"31105,96171",22735,03.02.2016
"26413,95361",18873,04.02.2016
"26177,6954",19303,05.02.2016
"22069,48609",16254,06.02.2016
"6628,064432",5149,07.02.2016
"28091,52427",20546,08.02.2016
"27759,11288",20370,09.02.2016
"29078,7818",22308,10.02.2016
"32525,46317",26720,11.02.2016
"41667,30771",40483,12.02.2016
"47963,72259",48819,13.02.2016
"15797,0597",15561,14.02.2016
"86192,79768",94184,15.02.2016
"94379,44594",102162,16.02.2016
"93223,98567",101178,17.02.2016
"94706,70719",101958,18.02.2016
"95253,91379",102329,19.02.2016
"94922,33997",102075,20.02.2016
"22055,01219",23000,21.02.2016
"35973,578",37819,22.02.2016
"11619,05057",11554,23.02.2016
"108752,7894",114862,24.02.2016
"103975,0288",105837,25.02.2016
"91593,80283",90805,26.02.2016
"75980,18849",75729,27.02.2016
"21349,23933",20994,28.02.2016
"105014,9489",98355,29.02.2016
"50603,61801",41392,01.03.2016
"36188,34812",28407,02.03.2016
"28406,01545",21908,03.03.2016
"29727,97763",22870,04.03.2016
"22822,32844",18772,05.03.2016
"6030,607703",4919,06.03.2016
"8255,74796",6754,07.03.2016
"4055,072316",3309,08.03.2016
"30559,66684",24440,09.03.2016
"31550,86498",25032,10.03.2016
"30125,9934",23052,11.03.2016
"28001,93132",24977,12.03.2016
"10278,76721",9705,13.03.2016
"52418,2542",54633,14.03.2016
"72651,51558",81125,15.03.2016
"84095,9173",98880,16.03.2016
"86211,54304",103288,17.03.2016
"90236,80851",109014,18.03.2016
"77607,17515",92579,19.03.2016
"23716,6576",26840,20.03.2016
"91823,70337",107724,21.03.2016
"86187,49386",98316,22.03.2016
"77037,93575",86923,23.03.2016
"73407,68007",82580,24.03.2016
"69783,78384",75919,25.03.2016
"50728,41349",55368,26.03.2016
"14637,1398",15751,27.03.2016
"67071,16134",71039,28.03.2016
"59027,42639",60883,29.03.2016
"61042,54721",59716,30.03.2016
"60689,90899",55689,31.03.2016
"35799,52253",27069,01.04.2016
"25872,57456",20200,02.04.2016
"8054,982969",6446,03.04.2016
"33492,2375",25064,04.04.2016
"29300,17893",21303,05.04.2016
"28675,10196",19993,06.04.2016
"25538,20357",18775,07.04.2016
"25402,06412",19066,08.04.2016
"21774,10977",16979,09.04.2016
"7612,759144",6239,10.04.2016
"28083,89882",21164,11.04.2016
"27006,48411",21644,12.04.2016
"34218,15428",33063,13.04.2016
"44101,06925",46954,14.04.2016
"71454,00291",87668,15.04.2016
"65659,54088",80494,16.04.2016
"19180,99618",21894,17.04.2016
"91365,09411",114130,18.04.2016
"86123,37477",104309,19.04.2016
"88648,26003",106873,20.04.2016
"80299,77518",95217,21.04.2016
"76394,08714",91392,22.04.2016
"65688,44646",79234,23.04.2016
"19862,73692",23425,24.04.2016
"89274,46846",105892,25.04.2016
"71610,08291",80032,26.04.2016
"64562,82215",69836,27.04.2016
"64742,77961",68299,28.04.2016
"68915,69096",71007,29.04.2016
"50741,12971",53516,30.04.2016
"5607,299412",4996,01.05.2016
"5302,18503",4744,02.05.2016
"7007,113863",6368,03.05.2016
"40028,38386",33704,04.05.2016
"33412,27697",28051,05.05.2016
"31164,62911",25145,06.05.2016
"15331,3461",13149,07.05.2016
"4160,286865",3667,08.05.2016
"3873,174954",3491,09.05.2016
"30905,44387",25782,10.05.2016
"30753,57883",24661,11.05.2016
"31292,0113",28065,12.05.2016
"34923,86709",34672,13.05.2016
"26523,35518",28789,14.05.2016
"10384,27348",11071,15.05.2016
"56129,42215",65229,16.05.2016
"69598,12264",86005,17.05.2016
"82282,2799",103639,18.05.2016
"84651,04693",108539,19.05.2016
"87925,08142",112165,20.05.2016
"63987,59324",80678,21.05.2016
"18849,13046",23196,22.05.2016
"91778,27781",115871,23.05.2016
"86045,99517",106489,24.05.2016
"81050,21214",95480,25.05.2016
"68012,00982",77126,26.05.2016
"60820,91645",67587,27.05.2016
"41913,35909",48656,28.05.2016
"12593,97145",14054,29.05.2016
"68011,18146",77274,30.05.2016
"63436,89601",67250,31.05.2016
"36813,8827",32114,01.06.2016
"28089,72148",24017,02.06.2016
"27013,44372",22185,03.06.2016
"18108,16978",15688,04.06.2016
"7052,862924",5975,05.06.2016
"28800,14689",23726,06.06.2016
"27228,75672",22167,07.06.2016
"22202,35155",18069,08.06.2016
"24802,10238",21058,09.06.2016
"30191,70415",27130,10.06.2016
"21234,51143",20329,11.06.2016
"6051,237097",5798,12.06.2016
"12273,44576",13312,13.06.2016
"49397,69677",58812,14.06.2016
"61156,67867",78377,15.06.2016
"67181,02995",88941,16.06.2016
"72890,52221",99985,17.06.2016
"54848,69626",74121,18.06.2016
"14630,63141",18123,19.06.2016
"82499,17778",115774,20.06.2016
"77792,663",103328,21.06.2016
"75036,11983",98552,22.06.2016
"68865,27787",88673,23.06.2016
"64199,3222",83599,24.06.2016
"45723,51426",59611,25.06.2016
"11072,19012",13540,26.06.2016
"61873,24145",76672,27.06.2016
"57265,51982",67909,28.06.2016
"62776,99387",72555,29.06.2016
"67550,24542",72777,30.06.2016
"37039,43516",34293,01.07.2016
"21431,83738",20041,02.07.2016
"6690,683449",6669,03.07.2016
"28169,03823",25737,04.07.2016
